Water Pump ID,Water Source Type,Water Quality,Distance to Nearest Town,Population Served,Installation Year,Funder,Payment Type,Water Pump Age,Pump Type,GPS Coordinates,Functioning Status
WP2480,Well,Contaminated,42.0,22000.0,1992.0,Oxfam,Free,32.0,Solar Pump,"(-21.597325237280355, 26.61840944066407)",Functioning
WP2481,Well,Clean,,25000.0,1991.0,Red Cross,Pay per use,33.0,Motorized Pump,"(-20.80088953164275, 25.47799112803922)",
,Well,Clean,33.0,32000.0,1992.0,World Bank,Free,32.0,Solar Pump,"(-21.97389532445833, 26.961322225762252)",Not Functioning
,Well,Contaminated,54.0,26000.0,2020.0,,Free,4.0,Motorized Pump,"(-23.427771272197965, 26.276225834351997)",Not Functioning
WP2484,Well,,37.0,25000.0,,USAID,,23.0,Solar Pump,"(-19.415188400215268, 26.741849140965787)",Not Functioning
,Well,Contaminated,41.0,21000.0,2018.0,Red Cross,Pay per use,6.0,Motorized Pump,,Functioning
WP2486,Well,Clean,,27000.0,2015.0,Red Cross,Free,9.0,Solar Pump,"(-20.66394589762115, 19.074538892753164)",Not Functioning
,Well,Contaminated,34.0,21000.0,2000.0,World Bank,Free,24.0,,"(-23.039937609460143, 26.2835688683754)",Not Functioning
WP2488,Lake,Contaminated,45.0,21000.0,2015.0,USAID,Free,9.0,Solar Pump,"(-23.91160758224576, 23.83512251562434)",Not Functioning
WP2489,River,Contaminated,45.0,23000.0,2019.0,Red Cross,Free,,Solar Pump,,Not Functioning
,Lake,Contaminated,37.0,20000.0,1998.0,Oxfam,Free,26.0,Motorized Pump,"(-21.605625491452393, 20.712815539522715)",Not Functioning
WP2491,River,Clean,47.0,25000.0,,USAID,Pay per use,34.0,Motorized Pump,"(-20.57112383397664, 21.610039385420947)",Not Functioning
WP2492,Well,Clean,33.0,23000.0,2008.0,USAID,,16.0,Motorized Pump,"(-20.683189250322158, 26.732570267374815)",Not Functioning
WP2493,Lake,Contaminated,38.0,21000.0,1999.0,Oxfam,Pay per use,,Motorized Pump,"(-20.58946052075261, 27.778711323520294)",Not Functioning
WP2494,Well,Contaminated,37.0,24000.0,2001.0,Red Cross,Free,23.0,Motorized Pump,"(-20.040536587804638, 26.919390982761758)",Not Functioning
WP2495,Well,Contaminated,43.0,22000.0,1995.0,USAID,Free,29.0,Solar Pump,"(-18.612959636272002, 22.511113823747696)",Not Functioning
WP2496,Lake,Clean,44.0,26000.0,2003.0,USAID,,21.0,Motorized Pump,"(-17.656244092869546, 20.172243895715553)",
,,Contaminated,42.0,17000.0,2019.0,Red Cross,Free,5.0,Solar Pump,"(-19.456104695429524, 24.152831171383966)",Not Functioning
WP2498,Lake,Clean,45.0,25000.0,1995.0,USAID,Free,29.0,Hand Pump,,Not Functioning
WP2499,Borehole,Contaminated,41.0,,,Red Cross,,29.0,Motorized Pump,"(-22.076902408425305, 21.22896797121688)",Not Functioning
WP2500,,Clean,36.0,28000.0,2019.0,Oxfam,Pay per use,,Solar Pump,"(-20.137597538775985, 24.49998445517553)",Not Functioning
,,Contaminated,40.0,,2012.0,Oxfam,Free,12.0,Motorized Pump,"(-19.7681319157839, 24.706951507321342)",Not Functioning
WP2502,River,Clean,34.0,31000.0,2007.0,,Free,,Solar Pump,"(-21.670304927900986, 25.01887725353629)",Not Functioning
WP2503,,Clean,46.0,23000.0,2009.0,USAID,,,Solar Pump,"(-20.880552924203425, 25.94967409649979)",Not Functioning
WP2504,Lake,Contaminated,49.0,23000.0,2010.0,USAID,Free,14.0,,"(-21.99398347977779, 26.908103879638478)",Not Functioning
WP2505,Lake,Contaminated,42.0,22000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,,Not Functioning
WP2506,Well,Contaminated,40.0,25000.0,,USAID,Free,33.0,Motorized Pump,"(-22.257927164016138, 22.4633391761882)",Not Functioning
WP2507,Well,Contaminated,50.0,29000.0,2003.0,USAID,Pay per use,21.0,Motorized Pump,"(-19.725858464783197, 24.4395303122445)",Functioning
WP2508,Well,Contaminated,35.0,26000.0,2012.0,,Pay per use,12.0,,"(-23.153819234600654, 24.809266841896076)",Not Functioning
,,,33.0,24000.0,1995.0,,Free,29.0,Motorized Pump,"(-22.5036582813723, 25.585513515338903)",Not Functioning
WP2510,Borehole,Clean,37.0,30000.0,2003.0,UNICEF,Free,21.0,Motorized Pump,"(-17.70619882839007, 27.84460972855633)",Not Functioning
WP2511,Lake,Contaminated,35.0,24000.0,2006.0,UNICEF,Free,18.0,Solar Pump,"(-19.031531102240862, 24.642325329370593)",Not Functioning
,Well,Contaminated,30.0,23000.0,1995.0,USAID,Free,29.0,,"(-22.468292873962657, 25.44965476286073)",Not Functioning
,Lake,Contaminated,30.0,20000.0,2009.0,USAID,Free,15.0,Motorized Pump,"(-23.749662930659706, 26.88867979176717)",Not Functioning
WP2514,Lake,,49.0,23000.0,1992.0,USAID,Free,32.0,Motorized Pump,"(-20.64470900043299, 20.996024224306097)",Not Functioning
,,Contaminated,36.0,24000.0,1998.0,Red Cross,,26.0,Solar Pump,"(-19.326794239653736, 26.6020189442834)",Not Functioning
WP2516,,,39.0,25000.0,1992.0,UNICEF,Free,32.0,,"(-22.449797063222455, 21.927221024275564)",Not Functioning
WP2517,,Contaminated,43.0,26000.0,2008.0,UNICEF,Pay per use,16.0,Motorized Pump,"(-21.013265149670897, 25.868881222089986)",Not Functioning
WP2518,Lake,Contaminated,,25000.0,1996.0,Red Cross,Free,,Solar Pump,"(-18.980528197796176, 27.169486269070866)",
WP2519,,Contaminated,39.0,23000.0,2010.0,USAID,Pay per use,14.0,Solar Pump,"(-17.624291513537166, 24.539961098403648)",Not Functioning
WP2520,,Clean,34.0,23000.0,1997.0,Oxfam,,,Motorized Pump,"(-18.661108865756244, 27.93692162941089)",Functioning
,Well,Clean,44.0,24000.0,2019.0,USAID,Free,5.0,Solar Pump,"(-17.688774905184353, 28.482527871643406)",Not Functioning
WP2522,Well,Contaminated,,,1991.0,Oxfam,Free,33.0,Motorized Pump,"(-19.45243041572787, 24.216330736583537)",Not Functioning
,Well,Clean,30.0,22000.0,2000.0,Red Cross,Free,24.0,Solar Pump,"(-18.851182151045933, 25.738213370923482)",Not Functioning
WP2524,Borehole,Contaminated,39.0,20000.0,2002.0,Red Cross,Free,22.0,Hand Pump,"(-19.953053777275887, 21.13487024157887)",Not Functioning
WP2525,Well,Contaminated,47.0,26000.0,1992.0,UNICEF,Pay per use,32.0,Hand Pump,"(-19.957549147823283, 27.052081026673175)",Functioning
WP2526,,,37.0,26000.0,2018.0,Red Cross,Pay per use,6.0,Motorized Pump,"(-21.601695650563148, 22.571329463353965)",Not Functioning
WP2527,Well,,45.0,28000.0,1991.0,USAID,Free,33.0,Hand Pump,"(-18.920542843635108, 25.398061497785324)",Not Functioning
WP2528,Well,Contaminated,38.0,22000.0,2013.0,USAID,,11.0,Solar Pump,"(-22.042028101242703, 21.916182217647034)",Not Functioning
WP2529,Well,Clean,,,1996.0,Red Cross,,28.0,Solar Pump,"(-17.568560045592704, 25.688095403148704)",Not Functioning
WP2530,Lake,Clean,46.0,24000.0,2006.0,Red Cross,,18.0,Solar Pump,"(-19.251566161094264, 28.115466174886755)",Not Functioning
WP2531,Well,Contaminated,46.0,24000.0,2004.0,USAID,Free,20.0,Motorized Pump,"(-21.720866300467733, 27.99631103846216)",Not Functioning
WP2532,Lake,Contaminated,,28000.0,2015.0,Red Cross,Free,9.0,Motorized Pump,,Not Functioning
WP2533,Well,Contaminated,49.0,27000.0,,Red Cross,Free,7.0,Motorized Pump,"(-19.415862475022298, 27.46245467373641)",Functioning
WP2534,Well,,46.0,24000.0,2004.0,,Free,20.0,Motorized Pump,"(-20.53507568785089, 21.607830611883173)",Functioning
WP2535,Borehole,Contaminated,27.0,28000.0,2017.0,,Pay per use,7.0,Solar Pump,"(-23.458549784071977, 20.035540793646646)",Not Functioning
WP2536,Lake,Contaminated,48.0,,2014.0,World Bank,Free,10.0,Motorized Pump,"(-21.306422004275884, 25.63385833763092)",Not Functioning
WP2537,Well,Contaminated,37.0,26000.0,2009.0,Red Cross,Free,,Hand Pump,"(-22.708682281517742, 19.934776159639366)",
WP2538,,Contaminated,44.0,23000.0,2014.0,Oxfam,Free,10.0,Solar Pump,"(-19.318513167693897, 24.246039520267765)",Not Functioning
WP2539,Well,,,26000.0,,Oxfam,Free,29.0,Motorized Pump,"(-21.91178161848838, 24.813526960277247)",Not Functioning
WP2540,Well,Contaminated,40.0,17000.0,2019.0,USAID,Free,,Motorized Pump,"(-19.69979816909525, 26.608069412248955)",Functioning
,Well,Contaminated,,25000.0,2002.0,USAID,Pay per use,22.0,Motorized Pump,"(-21.185582303827992, 22.518671689695456)",Functioning
,Well,Contaminated,49.0,19000.0,1992.0,Red Cross,Pay per use,32.0,,"(-20.630985772995718, 28.474181370885347)",
,,Contaminated,45.0,26000.0,2005.0,Red Cross,Free,19.0,Solar Pump,,Not Functioning
WP2544,Well,Contaminated,41.0,25000.0,1996.0,USAID,Free,28.0,Motorized Pump,,Not Functioning
WP2545,Well,Clean,49.0,25000.0,2009.0,UNICEF,Free,15.0,Hand Pump,"(-19.268242300851703, 24.521275230428863)",Not Functioning
WP2546,Well,Contaminated,34.0,26000.0,2017.0,USAID,Free,7.0,Solar Pump,,Not Functioning
,,Contaminated,39.0,22000.0,2004.0,USAID,Pay per use,20.0,Motorized Pump,"(-20.47823889284278, 22.24281959944182)",Not Functioning
WP2548,Lake,,39.0,27000.0,1997.0,USAID,Free,27.0,Motorized Pump,"(-20.762709481866857, 21.561410508483014)",Not Functioning
WP2549,Borehole,Clean,48.0,23000.0,,,Free,,Hand Pump,"(-21.372173913921763, 27.53871003755506)",Not Functioning
WP2550,Lake,Clean,44.0,19000.0,2000.0,World Bank,Free,24.0,Solar Pump,"(-22.8294109470303, 20.168749678620593)",Not Functioning
,Well,,40.0,26000.0,1994.0,Red Cross,Free,30.0,Solar Pump,,Not Functioning
WP2552,Well,,40.0,19000.0,2003.0,USAID,,21.0,Solar Pump,"(-22.484107774445906, 24.02822149626587)",Functioning
WP2553,Well,Contaminated,,21000.0,1991.0,Red Cross,Pay per use,33.0,Hand Pump,"(-18.318204875699642, 26.703932217371545)",Functioning
WP2554,Well,Contaminated,45.0,23000.0,2012.0,USAID,Free,12.0,Solar Pump,"(-18.80276624690072, 27.789663401556023)",Not Functioning
WP2555,,Contaminated,35.0,26000.0,2005.0,USAID,Pay per use,19.0,Hand Pump,"(-19.09362500543211, 27.021365995592554)",Not Functioning
WP2556,Borehole,Clean,48.0,,2008.0,USAID,Free,16.0,Hand Pump,,Functioning
WP2557,,Contaminated,42.0,20000.0,2008.0,Red Cross,Free,16.0,Solar Pump,"(-18.879956662179328, 27.764102178818543)",Not Functioning
WP2558,Well,Contaminated,46.0,22000.0,1995.0,Oxfam,Free,29.0,Solar Pump,"(-21.75545137195925, 27.372012889250662)",
WP2559,River,Contaminated,35.0,,2011.0,Red Cross,Free,13.0,Motorized Pump,"(-23.629775126134064, 22.44609511616902)",Not Functioning
WP2560,Well,Contaminated,49.0,,1998.0,,Free,26.0,Motorized Pump,"(-21.248574584848335, 21.357359732341642)",Not Functioning
WP2561,Well,Contaminated,29.0,22000.0,1998.0,Red Cross,Free,26.0,Motorized Pump,"(-23.013295098427285, 21.52390386955418)",Not Functioning
,Well,Clean,40.0,,1999.0,Red Cross,Pay per use,25.0,Hand Pump,"(-18.949696324826352, 24.74116472091116)",Not Functioning
WP2563,Well,Clean,39.0,24000.0,2002.0,,Pay per use,22.0,Motorized Pump,,Not Functioning
WP2564,Lake,Contaminated,39.0,26000.0,2012.0,Red Cross,Pay per use,12.0,Motorized Pump,"(-22.964180175052494, 22.00493403909521)",Not Functioning
WP2565,Borehole,Contaminated,34.0,29000.0,1990.0,Red Cross,Free,34.0,,"(-21.44208154874157, 26.48163628888623)",Not Functioning
,Well,Clean,41.0,,,Red Cross,Pay per use,7.0,Motorized Pump,"(-20.81714848746398, 25.507516444177966)",Not Functioning
,Lake,Clean,49.0,,2012.0,USAID,Free,12.0,Solar Pump,,
WP2568,,Contaminated,46.0,23000.0,1998.0,Red Cross,Free,26.0,Solar Pump,"(-21.690299650860275, 20.618117988528056)",Not Functioning
WP2569,Lake,Contaminated,44.0,25000.0,2004.0,USAID,Free,20.0,Motorized Pump,,Not Functioning
WP2570,Well,Clean,38.0,26000.0,1995.0,Red Cross,Free,29.0,Solar Pump,"(-19.04055006689769, 25.420131121993837)",Not Functioning
WP2571,Well,Contaminated,48.0,19000.0,2000.0,UNICEF,Pay per use,24.0,Solar Pump,"(-22.155740557393976, 26.743475229089707)",Not Functioning
WP2572,Well,,39.0,18000.0,1999.0,,Pay per use,,Solar Pump,"(-23.199769586324084, 21.148068931705442)",Not Functioning
WP2573,Borehole,Contaminated,,,,,,29.0,Motorized Pump,"(-21.726569287685813, 24.44955244400072)",Functioning
WP2574,Well,Clean,,22000.0,,Oxfam,Free,29.0,Solar Pump,"(-21.76359905355329, 24.650727146425634)",Not Functioning
,Well,Contaminated,44.0,24000.0,2015.0,Red Cross,Pay per use,9.0,Motorized Pump,"(-18.888214226474286, 25.7758274740092)",Not Functioning
WP2576,Well,Clean,45.0,19000.0,2004.0,Red Cross,Free,20.0,Motorized Pump,"(-18.152568282787165, 26.061977969714153)",Not Functioning
WP2577,Well,Clean,41.0,24000.0,2007.0,USAID,Pay per use,17.0,Motorized Pump,"(-23.00204442204024, 23.0093655520186)",
WP2578,Well,Contaminated,45.0,21000.0,1994.0,,Free,30.0,Solar Pump,"(-20.45823267889211, 24.640949956717275)",Not Functioning
WP2579,Well,Contaminated,43.0,,2008.0,USAID,Free,16.0,Solar Pump,"(-18.028671043581962, 26.00637762826138)",Functioning
WP2580,,Clean,40.0,25000.0,,USAID,Free,20.0,Solar Pump,"(-21.018746844648643, 27.650536670547122)",Not Functioning
WP2581,Well,Contaminated,30.0,25000.0,1991.0,Red Cross,Free,,Motorized Pump,"(-18.54160461345529, 24.921744664345436)",Functioning
WP2582,Well,Contaminated,45.0,20000.0,1992.0,USAID,Free,32.0,Motorized Pump,,Not Functioning
WP2583,,Clean,44.0,,2009.0,Red Cross,Free,,Motorized Pump,"(-22.583255042305705, 22.609812596424636)",Not Functioning
WP2584,Well,Contaminated,39.0,25000.0,2007.0,Red Cross,Free,17.0,Motorized Pump,"(-22.38046161317885, 26.312312711952217)",Functioning
,Well,,,23000.0,,USAID,Pay per use,7.0,Motorized Pump,"(-19.690500112941873, 28.655750912202897)",Not Functioning
WP2586,Well,,37.0,23000.0,2008.0,USAID,Free,16.0,Solar Pump,"(-20.401335153770013, 25.90502051621531)",Not Functioning
WP2587,,Contaminated,43.0,29000.0,2016.0,USAID,,8.0,Motorized Pump,"(-21.52524746240995, 23.970952920401757)",
WP2588,Well,Clean,44.0,25000.0,2010.0,USAID,Free,14.0,Motorized Pump,"(-22.906419990506876, 22.134993595307037)",Not Functioning
WP2589,Well,Contaminated,45.0,20000.0,2016.0,Red Cross,Pay per use,8.0,Motorized Pump,,Not Functioning
WP2590,Well,Clean,,24000.0,2011.0,Red Cross,Free,13.0,Solar Pump,"(-19.999736462197518, 24.549789449345877)",Not Functioning
WP2591,Well,Clean,44.0,26000.0,1998.0,,Pay per use,26.0,Solar Pump,,Not Functioning
WP2592,Well,,,22000.0,,,Free,7.0,,"(-21.557238040389404, 25.305431813948584)",Functioning
,Lake,Contaminated,36.0,25000.0,2020.0,Red Cross,Free,4.0,Hand Pump,"(-20.790545885955027, 21.912155650049115)",Not Functioning
WP2594,Well,Contaminated,,23000.0,1993.0,Red Cross,Free,31.0,Solar Pump,"(-22.521725266099367, 20.18753608765781)",Not Functioning
WP2595,Well,Contaminated,42.0,,2004.0,Red Cross,Free,20.0,Solar Pump,"(-22.052990888781068, 21.63219569288676)",Not Functioning
WP2596,,Contaminated,38.0,25000.0,2000.0,Red Cross,Free,24.0,Solar Pump,"(-18.738418273919816, 26.224067221224338)",Not Functioning
WP2597,Well,Clean,41.0,19000.0,2019.0,Red Cross,Pay per use,,Motorized Pump,"(-20.4780905243731, 27.808621772193046)",Functioning
WP2598,Well,Contaminated,40.0,22000.0,,USAID,Free,26.0,Solar Pump,"(-23.446694404062345, 24.984045526079854)",Not Functioning
,Lake,Contaminated,50.0,,2014.0,UNICEF,Pay per use,10.0,,"(-18.46502511562463, 24.452674844708692)",Not Functioning
WP2600,,,,24000.0,1996.0,Red Cross,Free,,Motorized Pump,"(-22.168190243958655, 26.155595105892893)",Not Functioning
WP2601,Lake,Contaminated,31.0,25000.0,1997.0,UNICEF,,27.0,Solar Pump,"(-23.9468460636236, 22.191469029613657)",Not Functioning
WP2602,Lake,Contaminated,46.0,25000.0,2000.0,USAID,Free,24.0,Solar Pump,"(-19.977793898205015, 24.2545034097993)",Not Functioning
WP2603,Lake,Contaminated,25.0,21000.0,1995.0,UNICEF,Pay per use,29.0,,"(-23.41917791597819, 22.481899343219187)",Not Functioning
WP2604,Lake,Contaminated,,27000.0,1991.0,Red Cross,Free,33.0,,"(-20.263598922134136, 25.669645287487697)",Not Functioning
WP2605,Well,Contaminated,37.0,26000.0,1999.0,,Free,25.0,Hand Pump,"(-21.009270575064292, 24.180343904425836)",Functioning
WP2606,Well,Contaminated,37.0,24000.0,,Red Cross,Free,4.0,Motorized Pump,"(-21.664555856233616, 22.17515755872391)",Not Functioning
WP2607,Lake,Contaminated,,20000.0,2006.0,,Pay per use,18.0,Solar Pump,"(-20.69372537562413, 19.01534152907254)",Not Functioning
,Well,Contaminated,49.0,26000.0,2004.0,USAID,,,,"(-21.997768638989697, 26.437185828016446)",
WP2609,Lake,Contaminated,,26000.0,1992.0,Red Cross,Free,32.0,Motorized Pump,"(-18.246940767813832, 20.32433594575637)",Not Functioning
,Borehole,Contaminated,38.0,,2003.0,,Pay per use,21.0,Solar Pump,"(-19.942290684979756, 27.632317232400954)",Not Functioning
WP2611,Well,Contaminated,39.0,25000.0,1994.0,,Free,30.0,Motorized Pump,"(-22.26104578003508, 21.905421275228804)",Not Functioning
WP2612,Well,Contaminated,,19000.0,1998.0,,Free,26.0,Motorized Pump,"(-19.939507167844987, 25.51180431904983)",Functioning
WP2613,Well,Clean,40.0,27000.0,1997.0,USAID,Free,27.0,Motorized Pump,"(-22.164224939491948, 24.899523582486484)",Not Functioning
WP2614,Well,Contaminated,53.0,28000.0,1997.0,Oxfam,Free,27.0,Solar Pump,"(-23.480660609450243, 25.44715008979088)",
WP2615,Lake,Clean,37.0,31000.0,2006.0,USAID,Pay per use,18.0,Motorized Pump,"(-17.765612804531596, 27.236255664294504)",Not Functioning
,Borehole,Contaminated,42.0,21000.0,2011.0,Red Cross,Pay per use,13.0,Solar Pump,"(-18.597001532678917, 26.66969705017211)",
WP2617,Lake,Contaminated,38.0,19000.0,1993.0,USAID,Pay per use,31.0,Motorized Pump,"(-21.91076037223653, 22.893944505509772)",Not Functioning
WP2618,Borehole,Contaminated,49.0,,1997.0,Red Cross,Free,,,"(-17.966315688896497, 28.22864255615081)",Not Functioning
WP2619,Lake,Contaminated,46.0,24000.0,1992.0,Red Cross,Pay per use,32.0,Solar Pump,,Not Functioning
,Well,Clean,36.0,21000.0,2015.0,UNICEF,Pay per use,,Solar Pump,"(-22.15439795764127, 22.986118899847476)",Not Functioning
WP2621,Well,,47.0,24000.0,,UNICEF,Free,27.0,Hand Pump,"(-19.822145763546185, 27.781831765517733)",Not Functioning
,Lake,Contaminated,28.0,23000.0,2014.0,Red Cross,Free,10.0,,"(-19.984186896263218, 28.402147973620274)",Not Functioning
WP2623,,Clean,,26000.0,1995.0,USAID,Free,29.0,Motorized Pump,"(-22.662998493017568, 24.397629593851565)",Not Functioning
,Well,,31.0,23000.0,1991.0,,Pay per use,33.0,Motorized Pump,"(-20.575702930764287, 26.198016621831254)",Functioning
WP2625,,Contaminated,48.0,29000.0,2011.0,USAID,Pay per use,13.0,Motorized Pump,,Not Functioning
WP2626,Well,Clean,50.0,,1994.0,UNICEF,Free,,Hand Pump,"(-22.34502441722947, 19.378785263203586)",Not Functioning
WP2627,Well,,45.0,27000.0,1995.0,Red Cross,Free,29.0,Motorized Pump,"(-21.70131033604733, 23.86060702361072)",Functioning
WP2628,Well,Contaminated,38.0,26000.0,2020.0,UNICEF,Free,4.0,Hand Pump,"(-23.059281311338758, 25.950240731467314)",Functioning
WP2629,Borehole,Contaminated,,26000.0,1992.0,Oxfam,,,Motorized Pump,"(-22.75588614909619, 20.282006399657615)",Functioning
,Borehole,Contaminated,40.0,24000.0,2012.0,USAID,Pay per use,12.0,Solar Pump,"(-18.36506504070538, 22.653716861727716)",Not Functioning
WP2631,,Clean,,20000.0,2006.0,Red Cross,Free,18.0,Solar Pump,"(-22.136304275622773, 22.233290429087223)",Not Functioning
WP2632,Well,Clean,43.0,22000.0,2007.0,Red Cross,Free,17.0,Motorized Pump,"(-23.691623345884068, 20.008019068291457)",Not Functioning
,Well,Contaminated,46.0,24000.0,1998.0,World Bank,Free,26.0,Solar Pump,"(-18.150217949044983, 25.100927620000885)",Not Functioning
WP2634,Lake,Contaminated,48.0,23000.0,2002.0,UNICEF,Pay per use,22.0,Motorized Pump,"(-18.867428349662408, 27.821783550307742)",Functioning
WP2635,Lake,Contaminated,,,2003.0,,Pay per use,21.0,,"(-20.99686132733254, 27.093673879882935)",Not Functioning
,Lake,Contaminated,49.0,27000.0,2005.0,UNICEF,Free,19.0,Motorized Pump,"(-22.13938529710655, 21.763802400379806)",Not Functioning
WP2637,,Contaminated,38.0,21000.0,2011.0,Red Cross,Free,,Motorized Pump,"(-22.400304112343324, 24.319415085614953)",Not Functioning
WP2638,Well,Contaminated,41.0,25000.0,2005.0,USAID,,19.0,Motorized Pump,"(-21.674128631642738, 26.444017809132152)",Functioning
WP2639,Lake,,38.0,24000.0,2010.0,Red Cross,Pay per use,14.0,Motorized Pump,"(-21.611322472746053, 26.96155806738554)",Not Functioning
WP2640,Well,Contaminated,47.0,,1998.0,USAID,Pay per use,26.0,Hand Pump,"(-21.058553608361194, 25.539147166635036)",Not Functioning
WP2641,Well,,42.0,24000.0,,USAID,Pay per use,13.0,Motorized Pump,"(-18.99266149083413, 25.615308435412587)",Functioning
,Lake,Contaminated,41.0,26000.0,1993.0,,Free,31.0,Solar Pump,"(-17.8779357150603, 25.917598246249636)",Not Functioning
,Borehole,Clean,44.0,24000.0,2020.0,USAID,Free,4.0,,"(-23.45412367979669, 24.634672413164736)",
WP2644,Borehole,Clean,49.0,26000.0,2015.0,Oxfam,,,Motorized Pump,"(-22.708416138590458, 22.1384405338053)",Functioning
WP2645,,,,22000.0,1990.0,Oxfam,Free,34.0,Motorized Pump,"(-18.096666967809213, 28.95127266773432)",Functioning
WP2646,,Contaminated,47.0,21000.0,,USAID,Pay per use,,Solar Pump,"(-23.631701010979672, 21.547367714767127)",Not Functioning
WP2647,Lake,Clean,43.0,20000.0,2011.0,USAID,Free,13.0,Motorized Pump,"(-23.131810189110922, 21.36832860780239)",Not Functioning
WP2648,Borehole,Contaminated,43.0,22000.0,2014.0,Red Cross,Free,,Solar Pump,,Not Functioning
WP2649,Well,Contaminated,39.0,23000.0,,Oxfam,Pay per use,14.0,,"(-21.96684532825208, 24.79998859168923)",Not Functioning
WP2650,,,32.0,,1993.0,USAID,Pay per use,31.0,Motorized Pump,,Not Functioning
WP2651,Lake,Contaminated,28.0,19000.0,1994.0,Red Cross,Free,30.0,Solar Pump,"(-18.849439425046725, 22.495732259283745)",Not Functioning
,,Contaminated,36.0,21000.0,1996.0,Red Cross,Free,28.0,Motorized Pump,,Not Functioning
WP2653,Well,,36.0,21000.0,2018.0,World Bank,Free,6.0,Motorized Pump,"(-18.2906472139952, 22.924447182979783)",Not Functioning
WP2654,Lake,Contaminated,44.0,26000.0,2017.0,UNICEF,,7.0,Motorized Pump,"(-23.243377539469375, 19.25799030667815)",Not Functioning
WP2655,Well,Contaminated,43.0,27000.0,2015.0,Red Cross,Pay per use,9.0,Motorized Pump,"(-18.865927075332202, 24.112791383995248)",Functioning
WP2656,Well,Clean,56.0,21000.0,2016.0,USAID,Free,8.0,Solar Pump,"(-22.93728706968786, 28.59169169486017)",Not Functioning
WP2657,Well,,42.0,26000.0,2002.0,USAID,Pay per use,22.0,Solar Pump,"(-18.229406339534997, 28.922995672561697)",Not Functioning
WP2658,,Contaminated,32.0,,2011.0,Red Cross,Free,13.0,Motorized Pump,"(-22.623938287521863, 23.447789864319915)",Not Functioning
,,Contaminated,34.0,27000.0,2000.0,Red Cross,,24.0,Motorized Pump,"(-21.351985317498375, 27.567988775307672)",Functioning
WP2660,Lake,Contaminated,,30000.0,2006.0,Oxfam,,18.0,Motorized Pump,"(-23.743812177085474, 23.308109123610336)",Not Functioning
WP2661,,Contaminated,30.0,22000.0,1991.0,Oxfam,Pay per use,33.0,,"(-17.883310755732314, 28.440281407980798)",Not Functioning
WP2662,,Contaminated,30.0,27000.0,2017.0,USAID,Free,7.0,Solar Pump,"(-17.665925917058438, 26.450659137023315)",Not Functioning
WP2663,Well,Contaminated,44.0,20000.0,,Oxfam,Free,10.0,Motorized Pump,"(-18.782222507129486, 25.247600109553577)",Not Functioning
WP2664,,Contaminated,,26000.0,2010.0,Red Cross,Pay per use,14.0,Motorized Pump,,Not Functioning
WP2665,,Contaminated,35.0,18000.0,1995.0,,Free,29.0,Solar Pump,"(-17.634117765456814, 19.528503213219466)",Not Functioning
WP2666,Lake,Clean,25.0,25000.0,2010.0,,Free,14.0,Hand Pump,,Not Functioning
WP2667,,Contaminated,,26000.0,2008.0,Red Cross,Pay per use,16.0,,"(-22.166161570897486, 25.233512058475736)",
WP2668,Lake,Clean,39.0,25000.0,,World Bank,Pay per use,34.0,,,Not Functioning
WP2669,,Contaminated,49.0,22000.0,2011.0,,Free,13.0,Motorized Pump,"(-21.824322840358455, 19.622652757587122)",
WP2670,Lake,Contaminated,34.0,24000.0,2007.0,Red Cross,Free,,,"(-23.298875726153494, 21.555792866164527)",Not Functioning
WP2671,,Contaminated,44.0,26000.0,2001.0,USAID,Pay per use,23.0,,"(-20.115668812965065, 26.662778826407532)",Not Functioning
WP2672,Well,Contaminated,43.0,,1997.0,,Free,27.0,,"(-21.85757898749823, 25.732487716408954)",Not Functioning
WP2673,Well,Clean,38.0,21000.0,,USAID,Free,,,"(-23.58586781185275, 22.759978933961303)",Not Functioning
WP2674,Well,Contaminated,,19000.0,2015.0,Oxfam,Free,9.0,Solar Pump,"(-17.703621699927616, 28.564866101947906)",Not Functioning
WP2675,Lake,Contaminated,37.0,25000.0,2000.0,Red Cross,Free,24.0,Motorized Pump,"(-23.88245978894686, 21.89687839025917)",Not Functioning
WP2676,Well,Contaminated,41.0,23000.0,2003.0,USAID,Pay per use,21.0,,"(-23.639034392267565, 20.231886367399987)",Not Functioning
WP2677,Well,Clean,40.0,28000.0,1991.0,Oxfam,Free,33.0,Motorized Pump,"(-21.948610377213555, 26.22344626637694)",Not Functioning
WP2678,,Contaminated,41.0,23000.0,2004.0,Red Cross,Free,20.0,Solar Pump,"(-19.958197544102205, 25.935410948197102)",Not Functioning
WP2679,Well,Clean,,25000.0,2010.0,USAID,Free,14.0,Solar Pump,"(-18.733484572369388, 25.667252372682103)",
WP2680,Lake,Contaminated,46.0,,2015.0,Red Cross,Free,9.0,Motorized Pump,"(-21.428006179590685, 23.123199434720174)",Not Functioning
,Well,Contaminated,35.0,24000.0,2012.0,Red Cross,,,Motorized Pump,"(-21.73631666338362, 21.321099098462774)",Not Functioning
WP2682,Lake,Clean,40.0,26000.0,1993.0,UNICEF,Pay per use,31.0,,"(-21.715566809987983, 21.694176491585495)",
WP2683,Well,Contaminated,39.0,,1998.0,USAID,Pay per use,26.0,Motorized Pump,"(-21.06985576597738, 19.430065166422626)",Not Functioning
